@relation adult

@attribute 'age' {0,1,2,3,4}
@attribute 'workclass' {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute 'fnlwgt' REAL
@attribute 'education' {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute 'education-num' REAL
@attribute 'marital-status' {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute 'occupation' {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute 'relationship' {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute 'race' {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute 'sex' {Female, Male}
@attribute 'capitalgain' {0,1,2,3,4}
@attribute 'capitalloss' {0,1,2,3,4}
@attribute 'hoursperweek' {0,1,2,3,4}
@attribute 'native-country' {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute 'class' {>50K, <=50K}

@data
0,Local-gov,430828,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Male,0,0,2,United-States,<=50K
0,State-gov,59342,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,136721,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,?,149422,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,0,United-States,<=50K
2,Local-gov,86644,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
2,Private,195124,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,Dominican-Republic,<=50K
1,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
3,Local-gov,113000,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,140027,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,262425,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,316702,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
0,State-gov,335453,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,?,202480,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,203628,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
1,Private,118710,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,2,United-States,>50K
1,Private,189620,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,Poland,<=50K
0,Private,475028,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,243605,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,1,2,Cuba,<=50K
0,Private,163870,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Self-emp-not-inc,80145,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,4,0,4,United-States,>50K
2,Private,63042,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,3,United-States,>50K
2,Private,229148,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,Jamaica,<=50K
2,Private,242552,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,Private,177665,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,208103,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
1,Private,296450,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,70282,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,271767,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,2,?,<=50K
2,Private,144995,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,<=50K
2,Local-gov,382635,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,Honduras,<=50K
1,Private,295697,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,194141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,378418,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,214399,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,182556,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,125831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,3,United-States,<=50K
1,Private,271328,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,2,United-States,<=50K
3,Local-gov,50459,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,162140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
2,Private,177937,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,?,>50K
2,Private,111502,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,299047,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,223212,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
4,Self-emp-not-inc,118474,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,?,>50K
0,Private,352139,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,173093,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,181655,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,4,2,United-States,<=50K
0,Private,332702,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,?,51164,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,0,0,2,United-States,<=50K
1,Private,234901,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
2,Private,131414,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,State-gov,260960,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,156052,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,1,0,0,United-States,<=50K
2,Private,279914,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,192453,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,200939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,151408,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
1,Private,112847,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,316929,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
2,Local-gov,126319,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
3,Private,197422,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,2,United-States,>50K
1,Private,267736,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,267034,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,Haiti,<=50K
3,State-gov,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,356089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
0,Private,223515,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,87510,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,145111,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
2,Private,48093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,31757,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,285854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
1,Local-gov,120064,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Federal-gov,167381,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
2,Private,103408,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Local-gov,420537,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Local-gov,119411,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,2,Portugal,<=50K
3,Self-emp-inc,128272,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
3,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,>50K
1,Private,283268,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,301526,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,Germany,<=50K
3,Self-emp-not-inc,106252,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,188557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,171114,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,327323,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,1,Guatemala,<=50K
1,Private,244147,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,3,United-States,<=50K
2,Private,280282,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,>50K
3,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Local-gov,282579,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,51838,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,73585,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,?,<=50K
2,Private,226902,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
3,Private,279129,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,State-gov,146908,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,?,<=50K
1,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,2,2,United-States,<=50K
2,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,49572,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,237601,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,0,0,3,United-States,>50K
2,Private,169628,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,4,3,United-States,<=50K
0,Private,231193,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
4,?,192130,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
0,?,149704,HS-grad,9,Never-married,?,Not-in-family,White,Female,1,0,2,United-States,<=50K
3,Private,102102,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-inc,32185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,?,196061,Some-college,10,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,211046,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,1,0,2,United-States,<=50K
4,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
0,Private,162343,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,<=50K
4,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,316688,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,90758,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,>50K
2,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,England,>50K
2,Private,154538,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,106085,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,2,1,United-States,<=50K
4,Self-emp-not-inc,315859,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,0,United-States,<=50K
1,Private,51471,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,193830,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,231043,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,>50K
3,?,23780,Masters,14,Married-spouse-absent,?,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,3,United-States,>50K
4,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,138768,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,191571,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
0,?,219941,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,94113,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,137510,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
3,Self-emp-not-inc,93208,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,4,Italy,<=50K
2,Private,254440,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Private,186556,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
3,Private,167159,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,154411,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,129227,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,110331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,<=50K
4,Private,34269,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,1,2,United-States,>50K
4,Private,174355,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,680390,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Self-emp-inc,165474,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
2,?,257780,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,2,United-States,>50K
1,Private,280093,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,177387,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,?,28929,11th,7,Widowed,?,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,499233,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,>50K
0,Private,321435,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,86108,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,198124,11th,7,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,135162,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,146813,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,Local-gov,291175,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
2,Private,102895,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,33274,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,99784,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
1,Private,90980,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Self-emp-not-inc,177407,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,96467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,327886,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,3,United-States,>50K
1,Private,111567,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
1,Local-gov,166545,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,142182,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
1,Private,188798,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,38563,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
0,Private,216284,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,191547,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
3,Private,285335,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Self-emp-inc,142712,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,80945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,309055,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,62339,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,176186,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
1,Self-emp-not-inc,266855,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,121313,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,3,United-States,<=50K
4,Self-emp-not-inc,143437,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
3,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,4,2,China,>50K
3,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,1,United-States,<=50K
2,Private,194636,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,153044,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
0,Private,376540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,72393,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,270335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,2,Philippines,>50K
1,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,258498,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,3,United-States,<=50K
4,?,149698,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,205865,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K
1,Self-emp-inc,155781,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,?,<=50K
3,Self-emp-not-inc,406468,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,177119,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,1,0,2,United-States,<=50K
3,?,144397,Some-college,10,Divorced,?,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,372525,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,164170,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,India,<=50K
2,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
2,Self-emp-not-inc,177307,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,>50K
2,Private,170108,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,341995,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,226508,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,3,United-States,<=50K
1,Private,87418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,109165,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,28856,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,99697,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
1,?,90270,Assoc-acdm,12,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,152375,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,211154,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,202570,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,168496,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,93235,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,278924,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,311020,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,175878,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,543028,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
2,Private,158926,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,3,South,<=50K
4,Self-emp-inc,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
